emoji,name,cos_sim_cad,cos_sim_prompt
🆔,ID_button,-0.061267,-0.247073
🧑🏼‍❤‍💋‍🧑🏿,kiss_person_person_medium-light_skin_tone_dark_skin_tone,-0.061312,-0.088670
👨🏻‍🐰‍👨🏼,men_with_bunny_ears_light_skin_tone_medium-light_skin_tone,-0.061312,-0.065735
🧖‍♂,man_in_steamy_room,-0.061341,0.110889
👨🏿‍🏫,man_teacher_dark_skin_tone,-0.061375,-0.112537
💇🏿,person_getting_haircut_dark_skin_tone,-0.061380,-0.202101
🧎‍♀️‍➡,woman_kneeling_facing_right,-0.061505,-0.157467
🚶‍♀‍➡,woman_walking_facing_right,-0.061510,-0.120154
👨🏿‍⚕,man_health_worker_dark_skin_tone,-0.061527,-0.135758
↕,up-down_arrow,-0.061568,-0.233829
▫,white_small_square,-0.061607,-0.252383
🧛🏿‍♂,man_vampire_dark_skin_tone,-0.061608,-0.124441
🇹🇫,French_Southern_Territories,-0.061612,0.007976
👷🏿‍♂️,man_construction_worker_dark_skin_tone,-0.061695,-0.143614
🤽🏿,person_playing_water_polo_dark_skin_tone,-0.061736,-0.173448
🕵🏿‍♀️,woman_detective_dark_skin_tone,-0.061739,-0.158540
🇬🇸,South_Georgia_&_South_Sandwich_Islands,-0.061760,-0.003196
🤼🏽‍♂,men_wrestling_medium_skin_tone,-0.061771,0.059872
👩🏼‍❤️‍👨🏾,couple_with_heart_woman_man_medium-light_skin_tone_medium-dark_skin_tone,-0.061774,0.016592
🙍🏾‍♂️,man_frowning_medium-dark_skin_tone,-0.061781,-0.072826
🧎🏻‍➡,person_kneeling_facing_right_light_skin_tone,-0.061851,-0.160334
🚣🏿‍♀️,woman_rowing_boat_dark_skin_tone,-0.061870,-0.156603
🧑🏼‍🎓,student_medium-light_skin_tone,-0.061871,0.055483
🚶🏽‍♂️‍➡,man_walking_facing_right_medium_skin_tone,-0.061903,-0.099564
🧖🏾‍♀,woman_in_steamy_room_medium-dark_skin_tone,-0.061911,0.021246
👩🏿‍🦳,woman_dark_skin_tone_white_hair,-0.061911,-0.099273
👵🏻,old_woman_light_skin_tone,-0.061936,-0.094415
🧑🏿‍🦼‍➡,person_in_motorized_wheelchair_facing_right_dark_skin_tone,-0.061990,-0.156189
👩🏾‍❤️‍👩🏿,couple_with_heart_woman_woman_medium-dark_skin_tone_dark_skin_tone,-0.062013,-0.077198
🧑🏻‍❤‍💋‍🧑🏿,kiss_person_person_light_skin_tone_dark_skin_tone,-0.062159,-0.102880
💇🏿‍♂,man_getting_haircut_dark_skin_tone,-0.062206,-0.185485
🙎🏾‍♂️,man_pouting_medium-dark_skin_tone,-0.062295,-0.048647
👩🏿‍🎤,woman_singer_dark_skin_tone,-0.062328,-0.055782
🏃🏻‍➡️,person_running_facing_right_light_skin_tone,-0.062412,0.046573
🧎🏾‍♀‍➡,woman_kneeling_facing_right_medium-dark_skin_tone,-0.062558,-0.164869
🚵🏿‍♀,woman_mountain_biking_dark_skin_tone,-0.062585,-0.154193
🧑🏿‍🫯‍🧑🏼,people_wrestling_dark_skin_tone_medium-light_skin_tone,-0.062669,-0.131070
🚶🏽‍♀,woman_walking_medium_skin_tone,-0.062680,0.084665
🏃‍♂️‍➡,man_running_facing_right,-0.062690,-0.112618
🧑🏾‍🦼,person_in_motorized_wheelchair_medium-dark_skin_tone,-0.062703,-0.120885
🧑🏾‍🦽,person_in_manual_wheelchair_medium-dark_skin_tone,-0.062707,-0.058595
🫵🏿,index_pointing_at_the_viewer_dark_skin_tone,-0.062709,-0.167313
🏄🏿‍♂,man_surfing_dark_skin_tone,-0.062728,-0.151067
🧑🏼‍❤️‍🧑🏽,couple_with_heart_person_person_medium-light_skin_tone_medium_skin_tone,-0.062728,0.029443
🦹🏿‍♀,woman_supervillain_dark_skin_tone,-0.062867,-0.148542
👩🏼‍❤️‍👨🏿,couple_with_heart_woman_man_medium-light_skin_tone_dark_skin_tone,-0.062886,-0.050308
👷🏾‍♂,man_construction_worker_medium-dark_skin_tone,-0.062887,0.016657
🧎‍➡️,person_kneeling_facing_right,-0.062895,-0.111577
🙅🏿‍♂,man_gesturing_NO_dark_skin_tone,-0.062928,-0.168773
🏳️‍⚧,transgender_flag,-0.062948,-0.018468
🚶🏿‍♂‍➡️,man_walking_facing_right_dark_skin_tone,-0.062964,-0.135393
☑,check_box_with_check,-0.063162,-0.234674
👨🏿‍🍼,man_feeding_baby_dark_skin_tone,-0.063218,-0.170267
⚧,transgender_symbol,-0.063268,-0.221716
▪️,black_small_square,-0.063403,-0.225203
🧑🏾‍⚕,health_worker_medium-dark_skin_tone,-0.063440,-0.035318
♑,Capricorn,-0.063452,-0.007485
👩🏻‍🤝‍👨🏿,woman_and_man_holding_hands_light_skin_tone_dark_skin_tone,-0.063494,-0.059638
👩🏽‍❤‍👨🏾,couple_with_heart_woman_man_medium_skin_tone_medium-dark_skin_tone,-0.063505,0.007839
🏃🏿‍♂‍➡️,man_running_facing_right_dark_skin_tone,-0.063550,-0.126208
☝🏿,index_pointing_up_dark_skin_tone,-0.063614,-0.197394
🏄🏾‍♀,woman_surfing_medium-dark_skin_tone,-0.063690,0.036940
🧑🏽‍❤‍🧑🏼,couple_with_heart_person_person_medium_skin_tone_medium-light_skin_tone,-0.063697,0.014914
💇🏽‍♂,man_getting_haircut_medium_skin_tone,-0.063725,-0.018540
🧑🏿‍🦯,person_with_white_cane_dark_skin_tone,-0.063735,-0.125038
👨🏻‍🦱,man_light_skin_tone_curly_hair,-0.063799,-0.023138
🏊🏽‍♂,man_swimming_medium_skin_tone,-0.063904,0.094438
👩🏻‍🦽,woman_in_manual_wheelchair_light_skin_tone,-0.063929,0.051443
👨🏿‍🦽‍➡,man_in_manual_wheelchair_facing_right_dark_skin_tone,-0.063958,-0.164798
🧑🏼‍🤝‍🧑🏻,people_holding_hands_medium-light_skin_tone_light_skin_tone,-0.063960,0.013022
🏌🏽‍♀,woman_golfing_medium_skin_tone,-0.064103,0.072808
🏃🏻‍♂️‍➡,man_running_facing_right_light_skin_tone,-0.064418,-0.097295
🦹🏿‍♂,man_supervillain_dark_skin_tone,-0.064485,-0.162636
⏸,pause_button,-0.064578,-0.168130
👨🏽‍🦰,man_medium_skin_tone_red_hair,-0.064613,0.056895
🤦,person_facepalming,-0.064764,-0.219221
👯🏿‍♀,women_with_bunny_ears_dark_skin_tone,-0.064836,-0.157583
👷🏿,construction_worker_dark_skin_tone,-0.064968,-0.208503
🚴🏿‍♀️,woman_biking_dark_skin_tone,-0.065002,-0.144810
🦸🏿‍♀,woman_superhero_dark_skin_tone,-0.065082,-0.124046
🧑🏻‍🐰‍🧑🏼,people_with_bunny_ears_light_skin_tone_medium-light_skin_tone,-0.065160,-0.052032
🦶🏿,foot_dark_skin_tone,-0.065174,-0.200195
🙋🏿‍♀,woman_raising_hand_dark_skin_tone,-0.065182,-0.142504
👩🏻‍❤️‍👨🏾,couple_with_heart_woman_man_light_skin_tone_medium-dark_skin_tone,-0.065202,-0.001187
🚶🏽‍➡,person_walking_facing_right_medium_skin_tone,-0.065207,-0.029253
👳🏼‍♂,man_wearing_turban_medium-light_skin_tone,-0.065211,0.052334
👩🏿‍🦼‍➡️,woman_in_motorized_wheelchair_facing_right_dark_skin_tone,-0.065218,-0.154636
👩🏽‍🦰,woman_medium_skin_tone_red_hair,-0.065234,0.063874
🏃‍➡️,person_running_facing_right,-0.065236,0.033021
😒,unamused_face,-0.065330,-0.040003
🧑🏽‍🦰,person_medium_skin_tone_red_hair,-0.065397,-0.029533
🦵🏿,leg_dark_skin_tone,-0.065451,-0.185871
🏌‍♂,man_golfing,-0.065462,0.056518
🚶🏽‍♂‍➡,man_walking_facing_right_medium_skin_tone,-0.065466,-0.090559
🚵‍♂,man_mountain_biking,-0.065486,0.031839
🚵🏽‍♀,woman_mountain_biking_medium_skin_tone,-0.065552,0.008447
🤷🏿‍♂️,man_shrugging_dark_skin_tone,-0.065601,-0.157127
👩🏻‍❤‍👨🏿,couple_with_heart_woman_man_light_skin_tone_dark_skin_tone,-0.065670,-0.067777
🕵🏿‍♂️,man_detective_dark_skin_tone,-0.065736,-0.166518
🏃🏽‍♀‍➡,woman_running_facing_right_medium_skin_tone,-0.065740,-0.064618
👨🏻‍🤝‍👨🏾,men_holding_hands_light_skin_tone_medium-dark_skin_tone,-0.065787,-0.000340
🧎🏼‍➡,person_kneeling_facing_right_medium-light_skin_tone,-0.065797,-0.161651
👨🏽‍🦯,man_with_white_cane_medium_skin_tone,-0.065853,0.052926
👃🏿,nose_dark_skin_tone,-0.065938,-0.204924
👨🏾,man_medium-dark_skin_tone,-0.065971,-0.146059
🧝🏿‍♀,woman_elf_dark_skin_tone,-0.066088,-0.146261
🧜🏿‍♂,merman_dark_skin_tone,-0.066117,-0.142751
🏄🏿‍♀,woman_surfing_dark_skin_tone,-0.066247,-0.141053
🚶🏿,person_walking_dark_skin_tone,-0.066254,-0.176631
🙅‍♂️,man_gesturing_NO,-0.066266,-0.060886
©,copyright,-0.066441,-0.220017
👨🏼‍🤝‍👨🏽,men_holding_hands_medium-light_skin_tone_medium_skin_tone,-0.066499,0.039334
🧑🏻‍❤️‍💋‍🧑🏿,kiss_person_person_light_skin_tone_dark_skin_tone,-0.066547,-0.105140
🏃‍♀‍➡,woman_running_facing_right,-0.066604,-0.092903
▫️,white_small_square,-0.066614,-0.269060
👨🏽‍❤‍👨🏾,couple_with_heart_man_man_medium_skin_tone_medium-dark_skin_tone,-0.066619,-0.003976
🧎🏽‍➡,person_kneeling_facing_right_medium_skin_tone,-0.066715,-0.167897
🤢,nauseated_face,-0.066837,-0.081787
🏊🏿‍♂,man_swimming_dark_skin_tone,-0.066860,-0.137158
👨🏿‍🦼‍➡,man_in_motorized_wheelchair_facing_right_dark_skin_tone,-0.066908,-0.167202
👩‍🦲,woman_bald,-0.066911,-0.025965
👩🏿‍🦽‍➡,woman_in_manual_wheelchair_facing_right_dark_skin_tone,-0.067059,-0.161540
🏃🏿‍♂️‍➡️,man_running_facing_right_dark_skin_tone,-0.067104,-0.132774
👩🏻‍🦰,woman_light_skin_tone_red_hair,-0.067172,0.038156
🇵🇫,French_Polynesia,-0.067183,0.015413
⛹🏻‍♂,man_bouncing_ball_light_skin_tone,-0.067263,-0.033733
👩🏿‍🦱,woman_dark_skin_tone_curly_hair,-0.067266,-0.143188
🧍🏾‍♂️,man_standing_medium-dark_skin_tone,-0.067315,-0.090505
🚶🏼‍♂‍➡,man_walking_facing_right_medium-light_skin_tone,-0.067364,-0.102837
🏃🏾‍♀‍➡,woman_running_facing_right_medium-dark_skin_tone,-0.067657,-0.094152
👩🏼‍🦰,woman_medium-light_skin_tone_red_hair,-0.067662,0.063735
🉑,Japanese_acceptable_button,-0.067666,-0.240767
👨🏼‍🦰,man_medium-light_skin_tone_red_hair,-0.067698,0.069773
🇿🇲,Zambia,-0.067744,-0.006206
🚶🏾‍♀️‍➡,woman_walking_facing_right_medium-dark_skin_tone,-0.067824,-0.121367
🏃🏿‍♀️‍➡️,woman_running_facing_right_dark_skin_tone,-0.067921,-0.128519
🈚,Japanese_free_of_charge_button,-0.067927,-0.239126
😦,frowning_face_with_open_mouth,-0.068031,-0.064011
🧑🏽‍💼,office_worker_medium_skin_tone,-0.068169,0.055480
🧙🏿‍♂,man_mage_dark_skin_tone,-0.068288,-0.149386
🇹🇦,Tristan_da_Cunha,-0.068307,-0.022016
🏊🏼‍♂,man_swimming_medium-light_skin_tone,-0.068328,0.103340
🏊🏾‍♂,man_swimming_medium-dark_skin_tone,-0.068430,0.042336
🙅🏿‍♀,woman_gesturing_NO_dark_skin_tone,-0.068466,-0.170231
🤷🏿,person_shrugging_dark_skin_tone,-0.068479,-0.190644
🏌‍♀,woman_golfing,-0.068481,0.059775
🏃🏾‍➡️,person_running_facing_right_medium-dark_skin_tone,-0.068541,-0.004081
®,registered,-0.068622,-0.090397
🤞🏿,crossed_fingers_dark_skin_tone,-0.068638,-0.222471
🧑🏼‍🦰,person_medium-light_skin_tone_red_hair,-0.068674,-0.030619
👮🏿‍♀,woman_police_officer_dark_skin_tone,-0.068676,-0.155720
🧑🏾‍❤‍🧑🏽,couple_with_heart_person_person_medium-dark_skin_tone_medium_skin_tone,-0.068755,-0.062449
🧑🏽‍❤️‍💋‍🧑🏿,kiss_person_person_medium_skin_tone_dark_skin_tone,-0.068811,-0.093425
🏊‍♂,man_swimming,-0.068841,0.092927
👨🏿‍❤️‍👨🏿,couple_with_heart_man_man_dark_skin_tone,-0.068888,-0.143352
🧑🏻‍❤‍🧑🏾,couple_with_heart_person_person_light_skin_tone_medium-dark_skin_tone,-0.068897,-0.003886
👳🏻‍♀,woman_wearing_turban_light_skin_tone,-0.068899,0.059907
🫱🏿,rightwards_hand_dark_skin_tone,-0.069044,-0.181915
🦸🏿‍♂,man_superhero_dark_skin_tone,-0.069280,-0.139473
👩🏿‍🦲,woman_dark_skin_tone_bald,-0.069282,-0.103745
📛,name_badge,-0.069410,-0.206614
👩🏿‍🐰‍👩🏻,women_with_bunny_ears_dark_skin_tone_light_skin_tone,-0.069463,-0.129994
🏊🏻‍♀,woman_swimming_light_skin_tone,-0.069707,0.116180
🏃🏻‍♀‍➡,woman_running_facing_right_light_skin_tone,-0.069803,-0.083280
🚴🏿‍♂,man_biking_dark_skin_tone,-0.069825,-0.163657
🚵🏿,person_mountain_biking_dark_skin_tone,-0.069870,-0.199749
🧑‍🦯,person_with_white_cane,-0.069886,0.001590
☑️,check_box_with_check,-0.070082,-0.236849
🧑🏽‍❤‍🧑🏾,couple_with_heart_person_person_medium_skin_tone_medium-dark_skin_tone,-0.070140,0.002569
⛹‍♀,woman_bouncing_ball,-0.070210,-0.147454
🙇🏽‍♂,man_bowing_medium_skin_tone,-0.070213,-0.027838
👰🏻‍♂️,man_with_veil_light_skin_tone,-0.070289,-0.050930
🧑🏿‍🫯‍🧑🏽,people_wrestling_dark_skin_tone_medium_skin_tone,-0.070299,-0.136556
👰🏽‍♂️,man_with_veil_medium_skin_tone,-0.070341,-0.055024
🧑🏼‍⚕,health_worker_medium-light_skin_tone,-0.070353,0.030824
👩🏽‍🦽,woman_in_manual_wheelchair_medium_skin_tone,-0.070453,0.056290
🚶🏽‍♀‍➡,woman_walking_facing_right_medium_skin_tone,-0.070454,-0.076846
🏃🏿‍➡️,person_running_facing_right_dark_skin_tone,-0.070507,-0.146347
🧑🏼‍❤‍🧑🏾,couple_with_heart_person_person_medium-light_skin_tone_medium-dark_skin_tone,-0.070595,-0.002993
🤹🏿‍♂,man_juggling_dark_skin_tone,-0.070603,-0.166265
👨🏻‍❤️‍👨🏾,couple_with_heart_man_man_light_skin_tone_medium-dark_skin_tone,-0.070675,-0.009146
👳‍♂,man_wearing_turban,-0.070730,0.034713
🇫🇲,Micronesia,-0.070781,0.013898
🏃🏼‍➡,person_running_facing_right_medium-light_skin_tone,-0.070803,-0.048237
🤷🏿‍♀️,woman_shrugging_dark_skin_tone,-0.070828,-0.158056
👩🏿‍🐰‍👩🏼,women_with_bunny_ears_dark_skin_tone_medium-light_skin_tone,-0.070901,-0.128903
👩🏿‍🫯‍👩🏻,women_wrestling_dark_skin_tone_light_skin_tone,-0.070922,-0.108762
↪,left_arrow_curving_right,-0.070970,-0.230359
🕴🏿,person_in_suit_levitating_dark_skin_tone,-0.071010,-0.187757
🙋🏿,person_raising_hand_dark_skin_tone,-0.071033,-0.185334
👨🏾‍⚕,man_health_worker_medium-dark_skin_tone,-0.071037,0.002955
🧑🏽‍🐰‍🧑🏼,people_with_bunny_ears_medium_skin_tone_medium-light_skin_tone,-0.071160,-0.059472
🧑🏾‍❤️‍💋‍🧑🏿,kiss_person_person_medium-dark_skin_tone_dark_skin_tone,-0.071175,-0.106804
🧑🏿‍💻,technologist_dark_skin_tone,-0.071234,-0.135757
🙋‍♂,man_raising_hand,-0.071249,-0.110290
🧗🏾‍♀,woman_climbing_medium-dark_skin_tone,-0.071259,-0.034284
🧑🏿‍🎤,singer_dark_skin_tone,-0.071326,-0.133433
🧑🏼‍❤‍🧑🏽,couple_with_heart_person_person_medium-light_skin_tone_medium_skin_tone,-0.071372,-0.000182
🚶🏼‍♀‍➡,woman_walking_facing_right_medium-light_skin_tone,-0.071405,-0.088856
🇮🇲,Isle_of_Man,-0.071476,-0.025190
🧑🏿‍🎓,student_dark_skin_tone,-0.071510,-0.117711
♒,Aquarius,-0.071553,-0.028132
🏊🏽‍♀,woman_swimming_medium_skin_tone,-0.071569,0.094207
🧑🏾‍✈,pilot_medium-dark_skin_tone,-0.071622,-0.126279
🕵🏿,detective_dark_skin_tone,-0.071708,-0.215496
👮🏾‍♂,man_police_officer_medium-dark_skin_tone,-0.071717,0.000174
Ⓜ,circled_M,-0.071794,-0.216375
🧔🏻‍♂,man_light_skin_tone_beard,-0.071798,-0.006269
🤼🏽‍♀,women_wrestling_medium_skin_tone,-0.071835,0.039220
🙅🏽‍♀️,woman_gesturing_NO_medium_skin_tone,-0.071879,-0.002824
👦🏿,boy_dark_skin_tone,-0.071917,-0.193785
👨🏾‍💼,man_office_worker_medium-dark_skin_tone,-0.071953,0.042327
👨🏿‍🐰‍👨🏾,men_with_bunny_ears_dark_skin_tone_medium-dark_skin_tone,-0.071981,-0.164846
🚵🏽‍♂,man_mountain_biking_medium_skin_tone,-0.072054,0.016560
⛹🏾‍♀,woman_bouncing_ball_medium-dark_skin_tone,-0.072102,-0.151302
🧎‍♀‍➡,woman_kneeling_facing_right,-0.072250,-0.159360
🤾🏾‍♂,man_playing_handball_medium-dark_skin_tone,-0.072300,-0.013119
🇬🇦,Gabon,-0.072324,-0.042709
🧑🏻‍🫯‍🧑🏽,people_wrestling_light_skin_tone_medium_skin_tone,-0.072339,-0.070414
🙎‍♂️,man_pouting,-0.072363,0.004463
💇🏾‍♂,man_getting_haircut_medium-dark_skin_tone,-0.072399,-0.021128
🧑🏻‍🐰‍🧑🏽,people_with_bunny_ears_light_skin_tone_medium_skin_tone,-0.072476,-0.065781
🇰🇮,Kiribati,-0.072515,-0.002885
👨🏿‍🫯‍👨🏽,men_wrestling_dark_skin_tone_medium_skin_tone,-0.072522,-0.138412
🇿🇼,Zimbabwe,-0.072527,-0.008670
🤼‍♂,men_wrestling,-0.072537,0.040969
🖐🏿,hand_with_fingers_splayed_dark_skin_tone,-0.072547,-0.195726
👨🏽‍🦽,man_in_manual_wheelchair_medium_skin_tone,-0.072627,0.036577
🏊‍♀,woman_swimming,-0.072708,0.096220
👨🏾‍🏫,man_teacher_medium-dark_skin_tone,-0.072735,0.047251
👨🏿‍🐰‍👨🏻,men_with_bunny_ears_dark_skin_tone_light_skin_tone,-0.072756,-0.160921
🚴🏿,person_biking_dark_skin_tone,-0.072758,-0.188704
🙅🏾‍♂️,man_gesturing_NO_medium-dark_skin_tone,-0.072818,-0.051522
🧑🏾‍❤️‍🧑🏿,couple_with_heart_person_person_medium-dark_skin_tone_dark_skin_tone,-0.072905,-0.102158
🚶🏾‍♂,man_walking_medium-dark_skin_tone,-0.073004,0.054202
👳🏻‍♂,man_wearing_turban_light_skin_tone,-0.073031,0.043091
🤷🏿‍♂,man_shrugging_dark_skin_tone,-0.073083,-0.164636
👨🏾‍🤝‍👨🏽,men_holding_hands_medium-dark_skin_tone_medium_skin_tone,-0.073204,-0.030008
🛎,bellhop_bell,-0.073365,-0.175325
🧑🏾‍❤‍🧑🏼,couple_with_heart_person_person_medium-dark_skin_tone_medium-light_skin_tone,-0.073405,-0.066889
🇦🇸,American_Samoa,-0.073415,-0.049770
👩‍🦽,woman_in_manual_wheelchair,-0.073419,0.002904
Ⓜ️,circled_M,-0.073476,-0.236436
🚶🏼‍➡,person_walking_facing_right_medium-light_skin_tone,-0.073481,-0.050104
👰‍♀,woman_with_veil,-0.073483,-0.098761
👨🏽‍🦱,man_medium_skin_tone_curly_hair,-0.073544,-0.031338
↙️,down-left_arrow,-0.073736,-0.137693
👐🏿,open_hands_dark_skin_tone,-0.073776,-0.193419
👩🏿‍🫯‍👩🏼,women_wrestling_dark_skin_tone_medium-light_skin_tone,-0.073843,-0.109729
🏊🏿‍♀,woman_swimming_dark_skin_tone,-0.073853,-0.135495
⤴,right_arrow_curving_up,-0.073932,-0.260206
🤹🏿,person_juggling_dark_skin_tone,-0.073947,-0.199714
👨🏻‍🐰‍👨🏽,men_with_bunny_ears_light_skin_tone_medium_skin_tone,-0.074008,-0.087216
🧑🏻‍🦳,person_light_skin_tone_white_hair,-0.074088,-0.066533
🧑🏾‍🤝‍🧑🏿,people_holding_hands_medium-dark_skin_tone_dark_skin_tone,-0.074252,-0.111567
🧑🏽‍🐰‍🧑🏻,people_with_bunny_ears_medium_skin_tone_light_skin_tone,-0.074318,-0.059588
🧑🏻‍🫯‍🧑🏾,people_wrestling_light_skin_tone_medium-dark_skin_tone,-0.074368,-0.087868
👏🏿,clapping_hands_dark_skin_tone,-0.074394,-0.214210
🇧🇻,Bouvet_Island,-0.074433,-0.001251
🛀🏿,person_taking_bath_dark_skin_tone,-0.074459,-0.204811
🤦🏼‍♂️,man_facepalming_medium-light_skin_tone,-0.074522,-0.142272
🤦🏾,person_facepalming_medium-dark_skin_tone,-0.074591,-0.221520
⏺,record_button,-0.074618,-0.198202
🫃🏿,pregnant_man_dark_skin_tone,-0.074637,-0.176697
👨🏻‍🦰,man_light_skin_tone_red_hair,-0.074703,0.038101
🧑🏽‍❤️‍🧑🏿,couple_with_heart_person_person_medium_skin_tone_dark_skin_tone,-0.074720,-0.077117
🤦‍♂️,man_facepalming,-0.074735,-0.171440
🧑🏻‍❤️‍🧑🏿,couple_with_heart_person_person_light_skin_tone_dark_skin_tone,-0.074758,-0.094390
👵🏼,old_woman_medium-light_skin_tone,-0.074770,-0.110114
👩🏼‍🤝‍👨🏿,woman_and_man_holding_hands_medium-light_skin_tone_dark_skin_tone,-0.074885,-0.039463
🧑🏻‍🤝‍🧑🏼,people_holding_hands_light_skin_tone_medium-light_skin_tone,-0.074897,-0.033584
🙍🏻‍♂,man_frowning_light_skin_tone,-0.074908,-0.110112
🧑🏼‍❤️‍💋‍🧑🏿,kiss_person_person_medium-light_skin_tone_dark_skin_tone,-0.074945,-0.101474
👨🏾‍🎓,man_student_medium-dark_skin_tone,-0.075021,0.030536
🤳🏿,selfie_dark_skin_tone,-0.075289,-0.189734
👨🏾‍❤‍👨🏽,couple_with_heart_man_man_medium-dark_skin_tone_medium_skin_tone,-0.075347,-0.037339
🏊🏼‍♀,woman_swimming_medium-light_skin_tone,-0.075348,0.098051
🧑🏼‍🫯‍🧑🏻,people_wrestling_medium-light_skin_tone_light_skin_tone,-0.075418,-0.029756
👨🏿‍🐰‍👨🏽,men_with_bunny_ears_dark_skin_tone_medium_skin_tone,-0.075447,-0.166355
👩🏻‍🦯,woman_with_white_cane_light_skin_tone,-0.075491,0.037251
🤦🏻‍♀️,woman_facepalming_light_skin_tone,-0.075506,-0.177389
◀,reverse_button,-0.075558,-0.242228
◀️,reverse_button,-0.075620,-0.246957
👨🏿‍🐰‍👨🏼,men_with_bunny_ears_dark_skin_tone_medium-light_skin_tone,-0.075712,-0.164921
👮🏾‍♀,woman_police_officer_medium-dark_skin_tone,-0.075721,-0.009470
👳🏽‍♀,woman_wearing_turban_medium_skin_tone,-0.075781,0.036317
🧑🏿‍🐰‍🧑🏾,people_with_bunny_ears_dark_skin_tone_medium-dark_skin_tone,-0.075806,-0.159286
👨🏾‍⚖,man_judge_medium-dark_skin_tone,-0.076054,-0.075991
👨🏻‍❤‍👨🏽,couple_with_heart_man_man_light_skin_tone_medium_skin_tone,-0.076141,-0.015948
👰🏻‍♀,woman_with_veil_light_skin_tone,-0.076210,-0.059821
🚶🏾‍♀,woman_walking_medium-dark_skin_tone,-0.076306,0.051598
🧑‍🦳,person_white_hair,-0.076336,-0.089797
♐,Sagittarius,-0.076395,-0.224717
👩🏿‍🫯‍👩🏾,women_wrestling_dark_skin_tone_medium-dark_skin_tone,-0.076421,-0.119627
👨🏼‍✈,man_pilot_medium-light_skin_tone,-0.076423,-0.004418
🫷🏿,leftwards_pushing_hand_dark_skin_tone,-0.076520,-0.192993
👩🏿‍🐰‍👩🏾,women_with_bunny_ears_dark_skin_tone_medium-dark_skin_tone,-0.076642,-0.144934
🚴🏿‍♀,woman_biking_dark_skin_tone,-0.076662,-0.158240
👰🏿‍♀,woman_with_veil_dark_skin_tone,-0.076767,-0.178228
⬇,down_arrow,-0.076772,-0.230338
🇵🇦,Panama,-0.076858,-0.067550
👩🏿‍🦼‍➡,woman_in_motorized_wheelchair_facing_right_dark_skin_tone,-0.076908,-0.180554
✊🏿,raised_fist_dark_skin_tone,-0.076910,-0.201632
🆓,FREE_button,-0.077016,-0.279135
🧑🏼‍❤️‍🧑🏾,couple_with_heart_person_person_medium-light_skin_tone_medium-dark_skin_tone,-0.077163,-0.000317
🙅🏿,person_gesturing_NO_dark_skin_tone,-0.077188,-0.213815
🧑🏽‍🫯‍🧑🏻,people_wrestling_medium_skin_tone_light_skin_tone,-0.077236,-0.051789
🧑🏽‍🦲,person_medium_skin_tone_bald,-0.077425,-0.027288
👫🏿,woman_and_man_holding_hands_dark_skin_tone,-0.077551,-0.210738
🏊🏿,person_swimming_dark_skin_tone,-0.077616,-0.196475
🙅‍♀️,woman_gesturing_NO,-0.077649,-0.076137
👩🏼‍❤‍👨🏿,couple_with_heart_woman_man_medium-light_skin_tone_dark_skin_tone,-0.077669,-0.064238
🏃🏽‍➡,person_running_facing_right_medium_skin_tone,-0.077805,-0.070805
🧑🏽‍🫯‍🧑🏼,people_wrestling_medium_skin_tone_medium-light_skin_tone,-0.077814,-0.059965
🤦🏼,person_facepalming_medium-light_skin_tone,-0.077815,-0.200390
🧑🏼‍🤝‍🧑🏾,people_holding_hands_medium-light_skin_tone_medium-dark_skin_tone,-0.077846,-0.041486
👰🏿‍♂️,man_with_veil_dark_skin_tone,-0.077908,-0.183830
🇧🇧,Barbados,-0.077960,-0.092586
👨🏿‍🦯‍➡️,man_with_white_cane_facing_right_dark_skin_tone,-0.077983,-0.175550
😠,angry_face,-0.077988,-0.020035
👩🏾‍🦰,woman_medium-dark_skin_tone_red_hair,-0.078006,0.012494
👨🏻‍🤝‍👨🏽,men_holding_hands_light_skin_tone_medium_skin_tone,-0.078008,-0.004652
🚣🏿,person_rowing_boat_dark_skin_tone,-0.078042,-0.222344
👮🏿‍♂,man_police_officer_dark_skin_tone,-0.078139,-0.173382
🇹🇯,Tajikistan,-0.078180,-0.068585
👨🏾‍🦱,man_medium-dark_skin_tone_curly_hair,-0.078358,-0.108353
👩🏿‍🐰‍👩🏽,women_with_bunny_ears_dark_skin_tone_medium_skin_tone,-0.078374,-0.139696
🧑🏿‍🦯‍➡️,person_with_white_cane_facing_right_dark_skin_tone,-0.078431,-0.165278
🙎🏻‍♂,man_pouting_light_skin_tone,-0.078450,-0.031362
👩🏻‍🐰‍👩🏼,women_with_bunny_ears_light_skin_tone_medium-light_skin_tone,-0.078507,-0.079971
☹,frowning_face,-0.078544,-0.121296
🧏‍♀,deaf_woman,-0.078582,0.039915
🧑🏾‍🦳,person_medium-dark_skin_tone_white_hair,-0.078584,-0.129755
🧑🏼‍🏫,teacher_medium-light_skin_tone,-0.078645,0.026026
🏄🏿,person_surfing_dark_skin_tone,-0.078689,-0.199472
🧑🏽‍🤝‍🧑🏻,people_holding_hands_medium_skin_tone_light_skin_tone,-0.078763,-0.030390
◼,black_medium_square,-0.078768,-0.235362
🤚🏿,raised_back_of_hand_dark_skin_tone,-0.078825,-0.190980
🧗🏾‍♂,man_climbing_medium-dark_skin_tone,-0.078895,-0.028392
